DEPCOM,Libelle_DOM,Libelle_SDOM,Libelle_TYPEQU,SIRET,TYPEQU
43083,Services pour les particuliers,Services publics,MAIRIE,"",A129
43083,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43083,"Sports, loisirs et culture",Equipements de loisirs,ÉQUIPEMENTS DE SPORTS DE NATURE,"",F204
43083,Transports et déplacements,Infrastructures de transports,TAXI-VTC,53417057600027,E101
43084,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,83054139700014,B207
43084,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,58665018600016,B307
43084,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MEUBLES,51825491700017,B306
43084,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21430084000029,C109
43084,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21430084000037,C107
43084,Santé et action sociale,Action sociale pour enfants en bas-âge,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,"",D502
43084,Santé et action sociale,Action sociale pour handicapés,TRAVAIL PROTÉGÉ,77560376400066,D605
43084,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
43084,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,30498796900033,A405
43084,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,50886290100016,A405
43084,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,82921858500018,A405
43084,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,48896881900026,A406
43084,Services pour les particuliers,Artisanat du bâtiment,MAÇON,42028673400017,A401
43084,Services pour les particuliers,Artisanat du bâtiment,MAÇON,85279858600024,A401
43084,Services pour les particuliers,Artisanat du bâtiment,MAÇON,95130204100011,A401
43084,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,48915807100014,A403
43084,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,50533437500027,A403
43084,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,51224489800015,A403
43084,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,79964420800016,A403
43084,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,44117217800028,A402
43084,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,49989678500023,A402
43084,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,79344878800018,A402
43084,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,90056450100014,A402
43084,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,91515219300016,A402
43084,Services pour les particuliers,Autres services,AGENCE IMMOBILIÈRE,50361287100023,A505
43084,Services pour les particuliers,Autres services,AGENCE IMMOBILIÈRE,83194439200024,A505
43084,Services pour les particuliers,Autres services,COIFFURE,75253151700015,A501
43084,Services pour les particuliers,Autres services,COIFFURE,84822068700018,A501
43084,Services pour les particuliers,Autres services,COIFFURE,90487857600019,A501
43084,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,82442933600020,A507
43084,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,90404923600014,A507
43084,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,88899265800011,A504
43084,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,95310832100019,A504
43084,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,98261477800016,A504
43084,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,90413164600013,A304
43084,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,81979506300026,A301
43084,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,85246659800012,A301
43084,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,89836458300010,A301
43084,Services pour les particuliers,Services publics,MAIRIE,"",A129
43084,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43084,"Sports, loisirs et culture",Equipements de loisirs,ÉQUIPEMENTS DE SPORTS DE NATURE,"",F204
43084,"Sports, loisirs et culture",Equipements sportifs,BOULODROME,"",F102
43084,"Sports, loisirs et culture",Equipements sportifs,TENNIS,"",F103
43084,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43084,Transports et déplacements,Infrastructures de transports,TAXI-VTC,52897773900028,E101
43084,Transports et déplacements,Infrastructures de transports,TAXI-VTC,79347852000026,E101
43084,Transports et déplacements,Infrastructures de transports,TAXI-VTC,85120592200012,E101
43085,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,48759302200014,A405
43085,Services pour les particuliers,Services publics,MAIRIE,"",A129
43085,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43086,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,53070217400018,A405
43086,Services pour les particuliers,Autres services,COIFFURE,35375494800027,A501
43086,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,88977725600013,A301
43086,Services pour les particuliers,Services publics,MAIRIE,"",A129
43086,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43087,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,45336734400026,B207
43087,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,50486402600019,B207
43087,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,53210648100015,B207
43087,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,84253667400018,B207
43087,Commerces,Commerces alimentaires,COMMERCE SPÉCIALISÉ EN FRUITS ET LÉGUMES,95281768200018,B208
43087,Commerces,Commerces alimentaires,ÉPICERIE,41372316400021,B202
43087,Commerces,Commerces alimentaires,ÉPICERIE,84389208400016,B202
43087,Commerces,Commerces spécialisés non-alimentaires,COMMERCE DE BIENS D’OCCASION,43292910700055,B323
43087,Commerces,Commerces spécialisés non-alimentaires,FLEURISTE-JARDINERIE-ANIMALERIE,81976483800010,B312
43087,Commerces,Commerces spécialisés non-alimentaires,MAGASIN D’OPTIQUE,79875615100014,B313
43087,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE CHAUSSURES,42920302900013,B304
43087,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,80184082800041,B315
43087,Commerces,Commerces spécialisés non-alimentaires,MAGASIN DE VÊTEMENTS,84940584000018,B302
43087,Commerces,Commerces spécialisés non-alimentaires,"MAGASIN ÉLECTROMÉNAGER, MATÉRIEL AUDIO VIDÉO INFORMATIQUE",40287127100019,B321
43087,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,51349144900015,B325
43087,Commerces,Commerces spécialisés non-alimentaires,PAPETERIE ET PRESSE,79829002900023,B325
43087,Commerces,Commerces spécialisés non-alimentaires,STATION DE RECHARGE DE VÉHICULES ÉLECTRIQUES,"",B326
43087,Commerces,Commerces spécialisés non-alimentaires,STATION-SERVICE,"",B316
43087,Commerces,Grandes surfaces,GRANDE SURFACE DE BRICOLAGE,38510832900025,B103
43087,Commerces,Grandes surfaces,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,90801961500016,B105
43087,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21430087300038,C108
43087,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,77912790100022,C108
43087,Enseignement,Enseignement du second degré - premier cycle,COLLÈGE,77912790100014,C201
43087,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
43087,Santé et action sociale,Action sociale pour enfants en bas-âge,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,"",D502
43087,Santé et action sociale,Action sociale pour handicapés,ADULTES HANDICAPÉS : SERVICES D’AIDE,77912792700027,D604
43087,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,77912792700019,D403
43087,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,77912792700027,D403
43087,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SOINS À DOMICILE,20001399300049,D402
43087,Santé et action sociale,Autres établissements et services à caractère sanitaire,AMBULANCE,51537801600031,D303
43087,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,81016219800016,D307
43087,Santé et action sociale,Etablissements et services de santé,CENTRE DE SANTÉ,30664873400037,D108
43087,Santé et action sociale,Etablissements et services de santé,MAISON DE SANTÉ PLURIDISCIPLINAIRE,90348879900011,D113
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,92280819100014,D277
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),DIÉTÉTICIEN,"",D249
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MASSEUR KINÉSITHÉRAPEUTE,"",D279
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MÉDECIN GÉNÉRALISTE,"",D265
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),PÉDICURE-PODOLOGUE,"",D280
43087,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),PSYCHOLOGUE,"",D250
43087,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,40989912700099,A405
43087,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,45373431100021,A405
43087,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,48499182300028,A405
43087,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,88098123800012,A405
43087,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,90895020700013,A406
43087,Services pour les particuliers,Artisanat du bâtiment,MAÇON,44176682100033,A401
43087,Services pour les particuliers,Artisanat du bâtiment,MAÇON,82119117800028,A401
43087,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89343024900019,A401
43087,Services pour les particuliers,Artisanat du bâtiment,MAÇON,90045638500013,A401
43087,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,30097332800036,A403
43087,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,32359013300027,A403
43087,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,37927190100025,A403
43087,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,80377655800022,A403
43087,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,90001714600011,A403
43087,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,95319935300012,A403
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,38227729100029,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,38529452500014,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,48049584500012,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,80777752900015,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,83444209700012,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,88937140700012,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,90977847400017,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,97894937800019,A402
43087,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,43273869800021,A404
43087,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,82753494200012,A404
43087,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,95285201000018,A404
43087,Services pour les particuliers,Autres services,AGENCE IMMOBILIÈRE,31834374600067,A505
43087,Services pour les particuliers,Autres services,COIFFURE,34812234200010,A501
43087,Services pour les particuliers,Autres services,COIFFURE,41160439000020,A501
43087,Services pour les particuliers,Autres services,COIFFURE,42254295100013,A501
43087,Services pour les particuliers,Autres services,COIFFURE,43362110900027,A501
43087,Services pour les particuliers,Autres services,COIFFURE,53255951500020,A501
43087,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,49891006600014,A507
43087,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,91257855600017,A507
43087,Services pour les particuliers,Autres services,PRESSING-LAVERIE AUTOMATIQUE,83810305900039,A506
43087,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,43974349300017,A504
43087,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,51940349700018,A504
43087,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,81426162400013,A504
43087,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,81426162400021,A504
43087,Services pour les particuliers,Autres services,VÉTÉRINAIRE,34781766000041,A502
43087,Services pour les particuliers,Services automobiles,CONTRÔLE TECHNIQUE AUTOMOBILE,41201212200021,A302
43087,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,40973034800037,A304
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,32864971000014,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,41050295900027,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,44359665500011,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,47889784600026,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,49383168900010,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,79523073900018,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,81061262200011,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,82781772700015,A301
43087,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,90160507100017,A301
43087,Services pour les particuliers,Services généraux,AGENCE POSTALE,"",A208
43087,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",38274201301642,A203
43087,Services pour les particuliers,Services généraux,"BANQUE, CAISSE D’ÉPARGNE",95450797602680,A203
43087,Services pour les particuliers,Services généraux,SERVICES FUNÉRAIRES,48523250800013,A205
43087,Services pour les particuliers,Services publics,DÉCHÈTERIE,"",A133
43087,Services pour les particuliers,Services publics,FRANCE SERVICES,"",A128
43087,Services pour les particuliers,Services publics,MAIRIE,"",A129
43087,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43087,"Sports, loisirs et culture",Equipements culturels et socioculturels,CINÉMA,"",F303
43087,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43087,"Sports, loisirs et culture",Equipements sportifs,ATHLÉTISME,"",F107
43087,"Sports, loisirs et culture",Equipements sportifs,BASSIN DE NATATION,"",F101
43087,"Sports, loisirs et culture",Equipements sportifs,BOULODROME,"",F102
43087,"Sports, loisirs et culture",Equipements sportifs,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,"",F111
43087,"Sports, loisirs et culture",Equipements sportifs,SALLES DE COMBAT,"",F114
43087,"Sports, loisirs et culture",Equipements sportifs,"SALLES MULTISPORTS, GYMNASES","",F121
43087,"Sports, loisirs et culture",Equipements sportifs,SALLES SPÉCIALISÉES,"",F129
43087,"Sports, loisirs et culture",Equipements sportifs,TENNIS,"",F103
43087,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43087,Tourisme,Tourisme,HÔTEL,38765831300011,G102
43087,Transports et déplacements,Infrastructures de transports,TAXI-VTC,53116868000019,E101
43088,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,21430088100023,C108
43088,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
43088,Santé et action sociale,Action sociale pour handicapés,ADULTES HANDICAPÉS : SERVICES D’AIDE,77911882700046,D604
43088,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,77911882700012,D403
43088,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : SERVICES D’AIDE,77911882700046,D403
43088,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,90865327200017,A405
43088,Services pour les particuliers,Artisanat du bâtiment,MAÇON,45314452900022,A401
43088,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,49995257000038,A403
43088,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,53391071700016,A403
43088,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,81789454600024,A402
43088,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,89531583600018,A404
43088,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,91888836300010,A404
43088,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,95315285700017,A504
43088,Services pour les particuliers,Services publics,MAIRIE,"",A129
43088,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43088,"Sports, loisirs et culture",Equipements sportifs,PLATEAUX ET TERRAINS DE JEUX EXTÉRIEURS,21430088100015,F111
43088,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,21430088100015,F113
43089,Commerces,Commerces alimentaires,BOUCHERIE CHARCUTERIE,43977195700024,B204
43089,Commerces,Commerces alimentaires,BOULANGERIE-PÂTISSERIE,84937642100012,B207
43089,Commerces,Commerces alimentaires,ÉPICERIE,51344543700082,B202
43089,Commerces,Grandes surfaces,SUPERMARCHÉ ET MAGASIN MULTI-COMMERCE,84074605100019,B105
43089,Enseignement,Enseignement du premier degré,ÉCOLE ÉLÉMENTAIRE,21430089900033,C109
43089,Enseignement,Enseignement du premier degré,ÉCOLE MATERNELLE,21430089900025,C107
43089,Enseignement,Enseignement du premier degré,ÉCOLE PRIMAIRE,32040795000031,C108
43089,Enseignement,Enseignement du second degré - second cycle,LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,19430023200015,C302
43089,Enseignement,Formation continue,ORGANISME DE FORMATION EN APPRENTISSAGE,19430023200015,C610
43089,Santé et action sociale,Action sociale pour enfants en bas-âge,ACCUEIL DE LOISIR SANS HÉBERGEMENT,"",D505
43089,Santé et action sociale,Action sociale pour enfants en bas-âge,ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT,"",D502
43089,Santé et action sociale,Action sociale pour handicapés,ENFANTS HANDICAPÉS : HÉBERGEMENT,77560377200085,D601
43089,Santé et action sociale,Action sociale pour personnes âgées,PERSONNES ÂGÉES : HÉBERGEMENT,80873503900055,D401
43089,Santé et action sociale,Autres établissements et services à caractère sanitaire,PHARMACIE,48425786000011,D307
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,89376106400011,D277
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,92124792000017,D281
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MASSEUR KINÉSITHÉRAPEUTE,"",D279
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MÉDECIN GÉNÉRALISTE,"",D265
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),PSYCHOLOGUE,"",D250
43089,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN GYNÉCOLOGIE MÉDICALE ET/OU OBSTÉTRIQUE,89218709700019,D276
43089,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,83975692100012,A405
43089,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,87994170600027,A405
43089,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,49760959400039,A406
43089,Services pour les particuliers,Artisanat du bâtiment,MAÇON,32523026600059,A401
43089,Services pour les particuliers,Artisanat du bâtiment,MAÇON,82325252300019,A401
43089,Services pour les particuliers,Artisanat du bâtiment,MAÇON,91120508600018,A401
43089,Services pour les particuliers,Artisanat du bâtiment,MAÇON,94863642800013,A401
43089,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,49186855000014,A403
43089,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,83783748300010,A403
43089,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,84435059500014,A403
43089,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,88047418400012,A403
43089,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,89397121800019,A403
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,42167400300031,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,45268644700015,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,84214545000016,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,84336033000032,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,85112677100035,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,87756561400014,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,88061877200011,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,90287602800017,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,90746012500012,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,90980956800019,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLÂTRIER PEINTRE,94851920200014,A402
43089,Services pour les particuliers,Artisanat du bâtiment,PLOMBIER COUVREUR CHAUFFAGISTE,39192719100018,A404
43089,Services pour les particuliers,Autres services,COIFFURE,40337517300016,A501
43089,Services pour les particuliers,Autres services,COIFFURE,43356106500015,A501
43089,Services pour les particuliers,Autres services,COIFFURE,51259310400023,A501
43089,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,82760223600032,A507
43089,Services pour les particuliers,Autres services,INSTITUT DE BEAUTÉ-ONGLERIE,89827617500012,A507
43089,Services pour les particuliers,Autres services,PRESSING-LAVERIE AUTOMATIQUE,35069462600010,A506
43089,Services pour les particuliers,Autres services,PRESSING-LAVERIE AUTOMATIQUE,90039412300013,A506
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,45185126500012,A504
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,45357570600024,A504
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,48974802000026,A504
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,84224030100015,A504
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,87942735900010,A504
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,89931173200015,A504
43089,Services pour les particuliers,Autres services,RESTAURANT- RESTAURATION RAPIDE,91109778000017,A504
43089,Services pour les particuliers,Autres services,VÉTÉRINAIRE,83068180500024,A502
43089,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,43870754900061,A304
43089,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,50962973900038,A304
43089,Services pour les particuliers,Services automobiles,ÉCOLE DE CONDUITE,88291864200019,A304
43089,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,32878960700012,A301
43089,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,35157699600083,A301
43089,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,39483705800020,A301
43089,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,40203494600010,A301
43089,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,85360848700023,A301
43089,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,98034987200013,A301
43089,Services pour les particuliers,Services généraux,AGENCE POSTALE,"",A208
43089,Services pour les particuliers,Services publics,MAIRIE,"",A129
43089,"Sports, loisirs et culture",Equipements culturels et socioculturels,ARCHIVES,"",F314
43089,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43089,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43089,"Sports, loisirs et culture",Equipements sportifs,BOULODROME,"",F102
43089,"Sports, loisirs et culture",Equipements sportifs,CENTRE ÉQUESTRE,"",F106
43089,"Sports, loisirs et culture",Equipements sportifs,PAS DE TIR,"",F124
43089,"Sports, loisirs et culture",Equipements sportifs,SALLES DE COMBAT,"",F114
43089,"Sports, loisirs et culture",Equipements sportifs,SALLES DE REMISE EN FORME,"",F120
43089,"Sports, loisirs et culture",Equipements sportifs,"SALLES MULTISPORTS, GYMNASES","",F121
43089,"Sports, loisirs et culture",Equipements sportifs,TENNIS,"",F103
43089,"Sports, loisirs et culture",Equipements sportifs,TERRAINS DE GRANDS JEUX,"",F113
43089,Tourisme,Tourisme,INFORMATION TOURISTIQUE,92219701700010,G104
43089,Transports et déplacements,Infrastructures de transports,TAXI-VTC,51189385100010,E101
43090,Services pour les particuliers,Artisanat du bâtiment,MAÇON,84128006800013,A401
43090,Services pour les particuliers,Services automobiles,RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,85230116700015,A301
43090,Services pour les particuliers,Services publics,MAIRIE,"",A129
43090,"Sports, loisirs et culture",Equipements culturels et socioculturels,BIBLIOTHÈQUE,"",F307
43090,"Sports, loisirs et culture",Equipements de loisirs,BOUCLE DE RANDONNÉE ET PARCOURS DE COURSE D’ORIENTATION,"",F203
43091,Commerces,Commerces alimentaires,AUTRES COMMERCES ALIMENTAIRES,79026411300016,B210
