DEPCOM,Libelle_DOM,Libelle_SDOM,Libelle_TYPEQU,SIRET,TYPEQU
42207,Santé et action sociale,Autres services d'action sociale,AUTRES HÉBERGEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ,38757119300037,D710
42207,Santé et action sociale,Etablissements et services de santé,CENTRE DE SANTÉ,77560243600617,D108
42207,Santé et action sociale,Etablissements et services de santé,CENTRE DE SANTÉ,77635569500045,D108
42207,Santé et action sociale,Etablissements et services de santé,ÉTABLISSEMENT DE SOINS DE COURTE DURÉE,26420396900037,D101
42207,Santé et action sociale,Etablissements et services de santé,ÉTABLISSEMENT DE SOINS DE COURTE DURÉE,26420396900045,D101
42207,Santé et action sociale,Etablissements et services de santé,ÉTABLISSEMENT DE SOINS DE SUITE ET DE RÉADAPTATION,26420396900045,D102
42207,Santé et action sociale,Etablissements et services de santé,ÉTABLISSEMENT PSYCHIATRIQUE,26420030400592,D104
42207,Santé et action sociale,Etablissements et services de santé,MATERNITÉ,26420396900037,D107
42207,Santé et action sociale,Etablissements et services de santé,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,26420030400360,D109
42207,Santé et action sociale,Etablissements et services de santé,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,26420030400527,D109
42207,Santé et action sociale,Etablissements et services de santé,STRUCTURE PSYCHIATRIQUE EN AMBULATOIRE,26420030400568,D109
42207,Santé et action sociale,Etablissements et services de santé,URGENCES,26420396900037,D106
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,"",D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,39841948100039,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,42094584200045,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,44908510900014,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,80076512500011,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,91766706500010,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,92284707400015,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,92857934100019,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),CHIRURGIEN DENTISTE,98001890700017,D277
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),DIÉTÉTICIEN,"",D249
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),ERGOTHÉRAPEUTE,"",D247
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,"",D281
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),INFIRMIER,95257560300016,D281
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MASSEUR KINÉSITHÉRAPEUTE,"",D279
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),MÉDECIN GÉNÉRALISTE,"",D265
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),PÉDICURE-PODOLOGUE,"",D280
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),PSYCHOLOGUE,"",D250
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),PSYCHOMOTRICIEN,"",D248
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),RHUMATOLOGUE,"",D261
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SAGE-FEMME,"",D278
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN CARDIOLOGIE,"",D266
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN CARDIOLOGIE,52327409000019,D266
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN DERMATOLOGIE VÉNÉRÉOLOGIE,"",D267
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN GYNÉCOLOGIE MÉDICALE ET/OU OBSTÉTRIQUE,"",D276
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN GYNÉCOLOGIE MÉDICALE ET/OU OBSTÉTRIQUE,84464239700013,D276
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE,"",D271
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE,50329434000024,D271
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN OTO-RHINO-LARYNGOLOGIE,92039628000025,D271
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN PÉDIATRIE,"",D272
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN PSYCHIATRIE,"",D269
42207,Santé et action sociale,Fonctions médicales et paramédicales (à titre libéral),SPÉCIALISTE EN STOMATOLOGIE,84243305400017,D275
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,39166682300037,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,39497196400025,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,42270959200030,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,44411529900018,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,44956690000014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,47795107300014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,48015989600012,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,48165324400022,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,48226459500026,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,49042934700035,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,49114301200012,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,50409571200056,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,50980868900046,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,52793894800017,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,52953922300022,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,53096021000017,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,53392250600027,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,53938666400038,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,78993013800027,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,82241976800012,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,83164079200022,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,83423331400014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,83451722900029,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,83483319600019,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,83953755200011,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,84120312800035,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,84802558100010,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,85063136700016,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,88024421500013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,88084692800021,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,88309311400022,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,88384544800017,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,88528448900014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,89012829100014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,89019815300011,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,89188287000019,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,89212737400015,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,89763854000012,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,90140638900014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,90195506200012,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,90242167600013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,90374086800018,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91074789800013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91090651000011,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91280050500014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91305998600012,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91414943000011,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91467878400010,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,91510777500016,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,92025197200013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,94770432600018,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,94772693100019,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,95126135300019,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,95252143300013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,95271540700013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,95335069100010,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,97864249400022,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,97975772100019,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,97983735800014,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ÉLECTRICIEN,98191004500013,A405
42207,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,47925867500020,A406
42207,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,49274135000028,A406
42207,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,74986568900022,A406
42207,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,78909127900016,A406
42207,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,87842818400013,A406
42207,Services pour les particuliers,Artisanat du bâtiment,ENTREPRISE GÉNÉRALE DU BÂTIMENT,92121260100014,A406
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,39293230700052,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,41109644900052,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,43176393700023,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,43290367200041,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,45002640600022,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,45003383200020,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,45003387300032,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,48090672600033,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,48135561800028,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,49988557200028,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,50977399000023,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,79102317900025,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,80129302800024,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,80843466600026,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,80883836100018,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,80883836100026,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,81174210500034,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,81245728100036,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,81816608400025,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,82888527700024,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,83476445800016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,83520009800027,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,85041759300017,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,85203375200019,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,85402651500015,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,87941896000016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,88012408600013,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,88109886700016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,88124473500018,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,88786029400016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,88881778000016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,88889269200011,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89017152300024,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89027291700018,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89228013200010,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89265594500020,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89806033000013,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89890544300013,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,89963124600019,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,90359693000011,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,90431697300018,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,90448677600019,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,90945716000010,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,91106487100013,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,91128690400014,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,91399198000016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,91462510800016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,91482078200011,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,92017689800012,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,92118108700013,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,94941077300012,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,98058096300018,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,98075927800016,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MAÇON,98247026200014,A401
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,33012539400040,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,38086529500014,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,38822937900028,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,39763996400022,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,41338370400017,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,42931304200013,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,44081929000022,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,44837074200026,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,45021473900010,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,48338101800017,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,48449818300017,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,49819749000028,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,50064315000013,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,50156864600027,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,50302430900034,A403
42207,Services pour les particuliers,Artisanat du bâtiment,MENUISIER CHARPENTIER SERRURIER,50352944800014,A403
